      t[ns]     EtO1x     EtO1y     EtO1z     EtO2x     EtO2y     EtO2z     EtO3x     EtO3y     EtO3z     EtO4x     EtO4y     EtO4z     EtO5x     EtO5y     EtO5z     EtO6x     EtO6y     EtO6z     EtO7x     EtO7y     EtO7z     EtO8x     EtO8y     EtO8z     EtO9x     EtO9y     EtO9z    EtO10x    EtO10y    EtO10z    EtO11x    EtO11y    EtO11z    EtO12x    EtO12y    EtO12z    EtO13x    EtO13y    EtO13z    EtO14x    EtO14y    EtO14z    EtO15x    EtO15y    EtO15z    EtO16x    EtO16y    EtO16z    EtO17x    EtO17y    EtO17z    EtO18x    EtO18y    EtO18z    EtO19x    EtO19y    EtO19z    EtO20x    EtO20y    EtO20z    EtO21x    EtO21y    EtO21z    EtO22x    EtO22y    EtO22z    EtO23x    EtO23y    EtO23z    EtO24x    EtO24y    EtO24z    EtO25x    EtO25y    EtO25z    EtO26x    EtO26y    EtO26z    EtO27x    EtO27y    EtO27z
       19.16    -78.83    -41.12   -113.01     92.99    225.92     68.39    -80.29     45.54    185.50   -118.19   -102.90    -65.16     -6.14    -94.24    -27.70     30.20    176.85     97.15    100.52    -35.92    237.76    -24.94    -28.75    168.27    121.52    147.10    -93.90     54.67     34.40    -15.58     60.53    160.85     21.29    -70.08    -87.17    169.69     21.58      6.26    -18.67    180.08    -62.42     97.41    182.59    275.53    140.53     20.01     85.05    -75.25    109.36     99.13     21.31   -203.31   -171.29   -171.02    -53.70     10.50    -29.92    -19.51    -27.70   -121.70      5.99    -17.66     48.46   -196.99   -110.94    -67.35    -65.33    168.78     42.84     29.80     56.56     42.93     83.27    231.42    -76.94    103.45    -20.70     95.29    -47.63    -23.60    136.35
       19.18    -72.80    -43.07   -113.98     89.20    228.92     74.11    -84.06     48.36    180.14   -120.55   -107.05    -62.92     -3.40    -91.07    -28.38     29.58    175.66     96.12    105.99    -34.59    231.32    -22.26    -30.71    164.06    118.72    142.19    -93.39     55.24     33.13    -23.53     60.67    154.53     25.37    -69.07    -90.63    173.84     21.97      3.42    -21.66    182.36    -59.81     99.78    180.96    273.02    145.67     21.63     91.20    -66.57    107.80    100.53     19.73   -205.44   -169.25   -175.82    -52.74     10.31    -26.69    -20.32    -25.43   -119.21      7.74    -12.29     46.46   -199.48   -115.11    -67.56    -61.65    170.74     46.20     30.32     55.12     42.43     80.42    232.41    -78.55    106.45    -15.49     96.33    -48.42    -20.59    139.24
       19.20    -72.97    -44.16   -114.99     90.88    229.71     72.79    -88.41     48.52    181.24   -123.21   -101.94    -66.26     -5.56    -85.78    -20.20     29.37    181.74     93.42    106.88    -42.19    236.91    -21.76    -25.52    165.00    115.02    141.61    -92.96     49.38     35.30    -22.99     62.96    161.10     24.74    -65.80    -83.36    181.29     20.61      3.72    -18.20    183.81    -60.07    102.40    180.75    269.08    142.98     26.16     95.36    -62.06    114.58     96.42     19.36   -204.71   -173.39   -177.53    -54.82      8.56    -32.27    -20.61    -25.49   -121.41     13.22    -17.63     45.08   -196.62   -116.49    -72.36    -54.40    169.18     43.56     35.09     54.56     42.51     75.38    234.28    -76.91    105.06    -19.06     98.51    -43.56    -27.41    140.42
       19.22    -77.85    -38.27   -120.44     86.71    229.52     71.99    -90.04     45.73    179.81   -121.27    -95.85    -69.40     -1.03    -83.27    -18.96     23.18    175.76     98.10    111.13    -42.81    233.57    -25.37    -23.48    167.88    110.20    144.01    -92.61     53.50     32.42    -22.93     55.96    156.19     28.46    -66.22    -79.97    182.46     26.29      6.13    -14.44    186.47    -61.00    104.25    182.65    266.43    134.85     21.00     91.72    -61.35    114.28     99.46     18.88   -206.41   -175.67   -177.02    -52.54      8.52    -31.43    -21.14    -29.76   -113.95      8.74    -22.68     45.03   -192.24   -118.62    -66.68    -54.78    168.12     37.39     34.35     52.70     38.28     74.37    232.82    -75.89    107.89    -25.95    101.90    -39.79    -29.24    140.35
       19.24    -80.19    -44.29   -116.58     81.45    226.11     68.19    -94.09     48.21    176.82   -114.20    -84.31    -64.01     -5.87    -83.80    -15.00     19.87    181.58     95.40    115.85    -43.91    235.43    -29.71    -25.45    166.58    111.20    139.79    -91.95     51.32     32.04    -17.74     56.28    155.66     30.22    -67.25    -83.44    180.70     22.00     10.02     -9.85    181.29    -52.57    109.72    182.73    271.79    131.67     25.86     96.34    -58.32    108.89    102.25     20.34   -211.04   -180.57   -174.14    -51.90     10.75    -26.54    -24.76    -31.26   -117.91     12.55    -25.50     45.12   -196.96   -120.03    -63.44    -53.68    158.49     42.84     33.64     56.21     43.16     75.80    235.71    -77.87    102.98    -30.27     97.06    -43.00    -28.25    136.23
       19.26    -80.50    -42.42   -116.72     83.68    225.03     61.70    -88.27     45.92    174.43   -115.61    -81.67    -59.06     -8.67    -81.85    -16.62     17.09    185.76     91.98    116.62    -44.18    238.10    -29.18    -25.55    165.05    114.96    135.58    -86.19     48.39     35.28    -18.80     53.31    156.53     26.64    -66.25    -82.13    179.53     25.82      7.43    -12.70    177.56    -56.71    103.50    179.08    263.96    129.56     29.85     89.07    -61.04    105.61     98.56     15.06   -212.05   -175.32   -167.80    -49.91     14.90    -29.00    -27.62    -34.16   -118.64     13.32    -28.86     44.89   -193.80   -115.54    -67.46    -53.23    154.50     42.24     26.88     57.68     52.98     77.35    239.64    -77.19    102.87    -29.81     98.41    -43.53    -28.39    139.94
       19.28    -85.26    -43.20   -124.18     81.21    233.88     63.60    -84.06     45.96    173.60   -114.77    -86.10    -60.68     -9.01    -83.66    -15.47     18.04    179.66     95.91    114.91    -43.01    236.50    -35.95    -26.22    168.86    119.35    131.76    -81.67     46.70     33.98    -19.90     54.08    157.59     30.89    -64.65    -83.82    179.47     23.50      7.29     -7.88    175.80    -55.97    100.63    178.40    264.02    126.20     32.96     97.95    -57.71    112.28     95.83     19.37   -206.45   -177.13   -170.57    -49.44     21.26    -31.02    -28.03    -32.01   -122.95     12.84    -25.86     36.16   -191.78   -118.12    -65.04    -52.07    154.69     44.36     20.00     60.58     53.52     77.02    236.73    -72.47     98.68    -28.50    100.02    -45.33    -30.00    139.62
       19.30    -79.80    -40.87   -129.17     81.96    237.37     65.03    -84.54     43.57    171.02   -109.96    -93.87    -57.94    -13.19    -82.91    -15.50     20.41    181.12     98.78    114.68    -44.71    238.55    -36.00    -26.61    171.11    121.83    126.38    -86.99     48.67     37.44    -21.22     64.19    153.99     37.35    -60.88    -85.34    177.75     25.55      4.42     -7.14    176.96    -59.40     97.96    176.37    261.08    123.92     33.53     98.43    -58.07    107.85    100.11     19.00   -208.71   -178.60   -177.58    -43.38     20.77    -34.88    -27.22    -27.48   -128.28     16.25    -18.09     37.10   -179.86   -118.72    -70.18    -49.79    159.99     40.36     15.04     61.14     54.23     80.90    236.54    -70.71     98.68    -32.01     96.63    -45.45    -31.33    139.50
       19.32    -82.24    -37.66   -130.60     79.39    238.09     61.73    -82.62     44.09    171.73   -112.09   -102.05    -58.62     -6.97    -81.66    -14.37     11.84    180.47     95.64    114.19    -42.11    237.28    -34.04    -25.38    170.58    124.93    122.05    -92.81     48.45     39.15    -24.81     66.29    157.71     39.00    -57.88    -83.68    175.10     29.84      4.06     -5.44    173.55    -56.96     98.66    175.18    260.18    121.81     35.72     95.84    -59.48    111.35    101.12     23.42   -206.66   -176.45   -176.98    -44.34     18.84    -37.23    -23.27    -33.04   -132.32     15.30    -18.12     40.56   -176.56   -120.35    -68.74    -48.72    162.24     39.81     21.88     63.77     54.02     75.55    231.31    -72.98     93.36    -30.57     97.18    -35.84    -30.46    141.50
       19.34    -78.33    -40.82   -127.68     75.34    244.81     59.03    -84.98     41.21    168.23   -118.66    -97.52    -53.74    -10.89    -79.69    -19.00      8.50    178.27     99.76    122.27    -41.51    237.82    -44.55    -22.86    167.73    123.50    118.18    -91.77     50.55     41.98    -31.20     67.88    162.04     37.73    -60.39    -82.63    170.43     29.72      5.88     -7.12    171.59    -56.53    103.19    182.43    259.61    120.97     42.42     95.70    -60.06    108.67     99.08     21.58   -199.80   -181.99   -179.30    -49.41     13.99    -37.88    -22.28    -39.35   -128.74     18.91    -14.73     46.86   -172.80   -121.50    -69.22    -42.46    168.72     29.86     14.43     61.59     54.66     75.72    228.76    -76.53     94.30    -30.78     89.63    -42.08    -26.83    141.01
       19.36    -87.15    -39.88   -127.19     81.67    241.92     61.68    -81.45     42.91    169.63   -126.03    -99.82    -54.58    -11.64    -83.30    -11.74     13.65    178.99     94.39    118.39    -36.60    245.20    -44.39    -24.37    167.59    128.76    115.73    -92.50     52.55     44.90    -28.70     62.60    158.33     41.27    -61.64    -85.80    168.57     30.96      6.06    -12.01    168.89    -61.53     97.69    179.58    260.17    125.23     35.17     94.04    -57.08    108.71     95.26     22.12   -205.11   -183.37   -180.09    -49.02     18.88    -35.57    -25.21    -43.48   -128.61     16.89    -13.16     52.59   -172.34   -130.51    -65.57    -51.33    174.29     31.16      8.47     57.96     52.93     75.22    232.12    -73.17     89.27    -26.59     90.56    -40.49    -27.00    136.22
       19.38    -82.64    -39.78   -131.69     79.75    248.86     60.93    -84.08     41.54    171.47   -123.81   -105.88    -55.67    -12.16    -80.06    -10.93     16.63    184.66     97.25    123.27    -35.75    244.36    -37.87    -27.24    169.67    127.22    120.16    -97.97     54.35     42.18    -22.72     56.07    158.65     40.39    -61.61    -85.32    166.78     27.72      2.21    -10.62    170.38    -71.44     90.49    176.33    262.71    127.46     33.45     96.50    -63.08    116.04     90.37     17.77   -205.47   -182.88   -178.36    -52.44     20.31    -31.44    -28.78    -48.31   -130.20     18.15    -11.98     54.85   -169.20   -130.72    -67.95    -53.23    175.59     27.86     12.95     61.88     49.37     78.65    231.52    -73.85     91.54    -29.71     88.59    -39.41    -31.40    135.68
       19.40    -82.45    -41.30   -131.88     84.65    244.12     64.31    -89.14     43.18    170.74   -121.05   -102.95    -58.29    -12.58    -78.71    -11.12     20.28    178.49     96.09    128.74    -32.17    247.02    -34.01    -27.78    169.26    128.38    117.82    -97.26     55.01     38.41    -21.78     55.82    161.20     44.63    -61.69    -87.96    164.78     24.09      0.81    -15.69    173.53    -74.66     90.50    181.49    264.56    133.52     41.55    101.87    -57.39    111.56     90.95     16.44   -204.05   -175.41   -175.11    -47.34     19.57    -36.16    -33.26    -51.88   -127.83     13.94    -12.75     49.17   -167.50   -133.68    -70.93    -54.79    172.63     26.66     14.37     57.04     46.90     86.17    227.10    -71.11     91.78    -30.50     94.06    -50.43    -31.45    138.63
       19.40    -83.43    -36.21   -135.26     83.62    242.14     62.84    -89.22     35.67    169.96   -117.43   -105.11    -55.03    -15.49    -83.05     -0.48     21.47    181.12     96.02    129.21    -31.91    241.75    -41.06    -25.89    169.15    125.28    120.37   -101.63     51.71     37.32    -19.65     55.09    161.92     48.60    -65.15    -82.54    165.11     24.54      2.03    -17.02    178.56    -71.39     89.16    178.44    260.37    128.95     40.32    100.12    -53.50    116.20     91.47     16.55   -199.76   -175.34   -173.72    -50.77     13.84    -37.04    -31.06    -53.61   -126.09     17.97    -16.52     47.30   -168.92   -135.26    -73.01    -48.45    178.07     22.63     16.74     54.60     38.86     89.20    237.26    -64.57     91.87    -25.57     91.14    -47.71    -33.33    137.32
       19.42    -80.96    -33.47   -137.23     85.52    239.17     58.42    -88.31     36.77    170.04   -111.50   -107.77    -53.57    -21.21    -91.85     -2.58     20.04    177.18     98.57    128.83    -30.10    245.69    -43.66    -24.97    172.54    125.84    118.79   -103.11     48.31     36.54    -21.40     56.02    167.47     48.37    -58.51    -81.28    162.95     21.19      8.52    -20.59    179.02    -74.24     89.65    183.43    257.64    123.28     42.63     97.55    -61.97    110.26     89.99     16.18   -199.56   -171.08   -171.63    -50.43     17.18    -33.47    -29.60    -49.64   -127.96     20.34    -14.64     51.40   -170.58   -137.07    -78.48    -51.64    176.97     25.78     15.40     60.05     40.24     84.41    239.74    -57.89     97.21    -25.92     92.77    -48.10    -28.04    135.51
       19.44    -78.16    -34.91   -137.74     84.02    239.02     61.09    -86.11     39.36    170.71   -113.37   -100.35    -53.03    -19.28    -90.92     -4.11     19.17    181.00     97.85    130.39    -26.58    245.93    -40.76    -24.61    180.07    121.00    117.74   -105.72     48.17     35.58    -19.69     55.02    156.81     53.83    -55.33    -81.19    164.71     23.06      4.21    -22.92    179.24    -77.02     90.08    184.92    257.35    123.38     48.56     92.14    -62.78    107.73     89.41     15.12   -200.66   -167.04   -167.94    -54.41     19.98    -34.26    -25.18    -46.36   -133.86     23.28    -18.81     53.81   -169.19   -134.07    -78.08    -49.48    173.86     26.39     14.04     59.62     40.04     90.40    242.01    -59.18     99.03    -21.19     88.44    -46.66    -24.51    133.73
       19.46    -81.86    -34.59   -135.74     89.81    239.94     59.83    -89.14     40.74    168.78   -114.72    -95.55    -46.99    -24.30    -87.81     -6.01     23.28    176.80    101.34    135.55    -21.77    243.54    -37.15    -19.41    181.04    119.60    112.36   -106.09     53.73     40.48    -22.99     55.82    150.90     49.37    -56.27    -85.75    166.87     24.05      1.77    -20.18    174.49    -76.09     88.39    181.37    252.66    123.14     44.81     95.58    -61.51    111.48     93.53     14.56   -197.50   -174.58   -166.93    -53.94     15.94    -32.17    -32.17    -49.05   -140.54     28.68    -14.38     49.83   -173.05   -135.44    -77.34    -51.17    178.54     33.42     18.05     58.95     46.44     96.12    243.44    -54.38     98.07    -21.94     81.66    -44.38    -24.83    135.60
       19.58    -80.97    -34.22   -134.92     92.81    238.06     62.46    -77.75     46.63    164.20   -112.22    -90.35    -50.32    -23.14    -87.06     -7.50     18.91    174.55    103.80    137.13    -19.33    243.33    -31.50    -18.27    182.82    108.68    115.34   -104.31     52.38     40.93    -29.98     55.53    153.15     44.55    -58.09    -83.99    169.23     26.32      5.04    -21.56    176.62    -68.19     92.07    182.56    247.43    126.35     46.64     93.94    -60.37    108.18     91.01     12.27   -199.77   -177.35   -168.71    -59.50     18.07    -36.25    -30.66    -38.26   -131.67     30.80    -18.01     47.63   -170.17   -137.61    -74.14    -54.19    185.52     36.46     13.71     59.31     50.67     88.25    246.01    -48.46    100.42    -20.19     78.27    -44.05    -30.73    127.64
       19.50    -85.20    -37.95   -136.89     93.01    235.92     54.60    -79.91     48.53    164.56   -112.25    -89.02    -47.82    -25.82    -86.67     -4.74     24.46    185.16     97.97    134.60    -24.41    241.42    -32.58    -12.96    189.07    113.23    115.70   -104.71     52.88     40.93    -25.32     55.87    158.32     43.07    -64.63    -86.83    171.77     23.51     11.78    -23.10    177.71    -73.69     87.22    185.55    243.41    129.46     51.12     96.81    -52.18    106.42     87.48     15.31   -199.76   -176.86   -160.67    -58.87     18.00    -32.22    -30.76    -47.95   -141.39     32.13    -22.32     46.52   -164.63   -139.00    -78.02    -53.59    187.24     41.08      8.33     52.54     51.45     90.37    252.11    -51.30    101.66    -19.39     77.56    -47.07    -30.64    132.50
